Country ID,Country Name,Country level,State ID,State Name,State Level,District ID,District Name,District Level,Block ID,Block Name,Block Level,GramaPanchayath ID,GramaPanchayath Name,GramaPanchayath Level
1,India,1,563,Karnataka,2,564,Bagalkot,3,565,Badami,4,566,Udupi Gramapanchayath,5
