ID,Code,,,,,,,,,,,,,
1778," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
423," {""8"":""3 ঘণ্টাতকৈ কম ""}",,,,,,,,,,,,,
424," {""8"":""3-6 ঘণ্টা ""}",,,,,,,,,,,,,
425," {""8"":""6-8 ঘণ্টা ""}",,,,,,,,,,,,,
426," {""8"":""8 ঘণ্টাতকৈ বেছি ""}",,,,,,,,,,,,,
1779," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1780," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
427," {""8"":""7 দিনতকৈ কম ""}",,,,,,,,,,,,,
428," {""8"":""7-15 দিন ""}",,,,,,,,,,,,,
429," {""8"":""16-21 দিন ""}",,,,,,,,,,,,,
430," {""8"":""21 দিনৰ উপৰত ""}",,,,,,,,,,,,,
1781," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1782," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
431," {""8"":""খেতি""}",,,,,,,,,,,,,
432," {""8"":""ঘৰুৱা কাম""}",,,,,,,,,,,,,
433," {""8"":""বিড়ি প্ৰ্স্তুত ""}",,,,,,,,,,,,,
434," {""8"":""ইটা ভাত্তিত ""}",,,,,,,,,,,,,
435," {""8"":""কাৰ্পেত বোৱা ""}",,,,,,,,,,,,,
436," {""8"":""নিৰ্মান কাৰ্য্যত ""}",,,,,,,,,,,,,
437," {""8"":""আতকবাজী আৰু জুইশালা ফোক্টৰী""}",,,,,,,,,,,,,
438," {""8"":""হোটেল/ ৰেষ্টুৰেণ্টত ""}",,,,,,,,,,,,,
439," {""8"":""খনি/কুৱৰিত""}",,,,,,,,,,,,,
440," {""8"":""হীৰা/মুকুতা ফেক্টৰীত ""}",,,,,,,,,,,,,
441," {""8"":""ঘাহ কতা ""}",,,,,,,,,,,,,
442," {""8"":""জৰিৰ কাম""}",,,,,,,,,,,,,
443," {""8"":""খবৰ কাগজ বিক্ৰী""}",,,,,,,,,,,,,
444," {""8"":""ফুল তোলা""}",,,,,,,,,,,,,
445," {""8"":""ৰাস্তাত বেপাৰ কৰে              ""}",,,,,,,,,,,,,
446," {""8"":""গেৰেজত কাম কৰে ""}",,,,,,,,,,,,,
447," {""8"":""পলিনেসন""}",,,,,,,,,,,,,
448," {""8"":""অন্যান্য কাৰখানা""}",,,,,,,,,,,,,
449," {""8"":""কাগজ / গাখীৰ বিতৰণ ""}",,,,,,,,,,,,,
451," {""8"":""মাছ মাৰা""}",,,,,,,,,,,,,
452," {""8"":""জাবৰ উথোৱা ""}",,,,,,,,,,,,,
453," {""8"":""ভিক্ষা কৰা          ""}",,,,,,,,,,,,,
454," {""8"":""অন্য কিবা""}",,,,,,,,,,,,,
455," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
456," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
402," {""8"":""নহয়""}",,,,,,,,,,,,,
403," {""8"":""হয়""}",,,,,,,,,,,,,
1783," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
404," {""8"":""স্থানন্তৰিত হোৱা নাই ""}",,,,,,,,,,,,,
405," {""8"":""হৈছে পৰিয়ালৰ লগত ""}",,,,,,,,,,,,,
1785," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
409," {""8"":""কাম-কাজ""}",,,,,,,,,,,,,
410," {""8"":""শিক্ষা""}",,,,,,,,,,,,,
411," {""8"":""সামাজিক উৎসৱ/ অনুষ্ঠান""}",,,,,,,,,,,,,
412," {""8"":""পৰিয়ালক স্ংগ দিবলৈ ""}",,,,,,,,,,,,,
413," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1470," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1471," {""8"":""খেতি""}",,,,,,,,,,,,,
1472," {""8"":""ঘৰুৱা কাম""}",,,,,,,,,,,,,
1473," {""8"":""বিড়ি প্ৰ্স্তুত ""}",,,,,,,,,,,,,
1474," {""8"":""ইটা ভাত্তিত ""}",,,,,,,,,,,,,
1475," {""8"":""কাৰ্পেত বোৱা ""}",,,,,,,,,,,,,
1476," {""8"":""নিৰ্মান কাৰ্য্যত ""}",,,,,,,,,,,,,
1477," {""8"":""আতকবাজী আৰু জুইশালা ফোক্টৰী""}",,,,,,,,,,,,,
1478," {""8"":""হোটেল/ ৰেষ্টুৰেণ্টত ""}",,,,,,,,,,,,,
1480," {""8"":""হীৰা/মুকুতা ফেক্টৰীত ""}",,,,,,,,,,,,,
1481," {""8"":""ঘাহ কতা ""}",,,,,,,,,,,,,
1482," {""8"":""জৰিৰ কাম""}",,,,,,,,,,,,,
1483," {""8"":""খবৰ কাগজ বিক্ৰী""}",,,,,,,,,,,,,
1484," {""8"":""ফুল তোলা""}",,,,,,,,,,,,,
1485," {""8"":""ৰাস্তাত বেপাৰ কৰে              ""}",,,,,,,,,,,,,
1486," {""8"":""গেৰেজত কাম কৰে ""}",,,,,,,,,,,,,
1487," {""8"":""পলিনেসন""}",,,,,,,,,,,,,
1488," {""8"":""অন্যান্য কাৰখানা""}",,,,,,,,,,,,,
1489," {""8"":""কাগজ / গাখীৰ বিতৰণ ""}",,,,,,,,,,,,,
1490," {""8"":""NTFP “জংগলৰ পৰা স্ংগ্ৰ্হ কৰা সামগ্ৰী” স্ংগ্ৰ্হ""}",,,,,,,,,,,,,
1491," {""8"":""মাছ মাৰা""}",,,,,,,,,,,,,
1492," {""8"":""জাবৰ উথোৱা ""}",,,,,,,,,,,,,
1493," {""8"":""ভিক্ষা কৰা          ""}",,,,,,,,,,,,,
1494," {""8"":""অন্য কিবা""}",,,,,,,,,,,,,
1495," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
2403," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
523," {""8"":""নহয়""}",,,,,,,,,,,,,
522," {""8"":""হয়""}",,,,,,,,,,,,,
580," {""8"":""নহয়""}",,,,,,,,,,,,,
579," {""8"":""হয়""}",,,,,,,,,,,,,
527," {""8"":""দেওয়া না""}",,,,,,,,,,,,,
526," {""8"":""দেওয়া""}",,,,,,,,,,,,,
530," {""8"":""দেওয়া না""}",,,,,,,,,,,,,
529," {""8"":""দেওয়া""}",,,,,,,,,,,,,
2291," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
534," {""8"":""দেওয়া না""}",,,,,,,,,,,,,
533," {""8"":""দেওয়া""}",,,,,,,,,,,,,
2292," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
538," {""8"":""দেওয়া না""}",,,,,,,,,,,,,
537," {""8"":""দেওয়া""}",,,,,,,,,,,,,
1740," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1741," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
542," {""8"":""দেওয়া না""}",,,,,,,,,,,,,
541," {""8"":""দেওয়া""}",,,,,,,,,,,,,
1737," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1738," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
545," {""8"":""দেওয়া না""}",,,,,,,,,,,,,
544," {""8"":""দেওয়া""}",,,,,,,,,,,,,
1743," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1745," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
548," {""8"":""দেওয়া না""}",,,,,,,,,,,,,
547," {""8"":""দেওয়া""}",,,,,,,,,,,,,
1746," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1747," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
551," {""8"":""দেওয়া না""}",,,,,,,,,,,,,
550," {""8"":""দেওয়া""}",,,,,,,,,,,,,
1748," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1749," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
554," {""8"":""দেওয়া না""}",,,,,,,,,,,,,
553," {""8"":""দেওয়া""}",,,,,,,,,,,,,
1750," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1751," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
557," {""8"":""দেওয়া না""}",,,,,,,,,,,,,
556," {""8"":""দেওয়া""}",,,,,,,,,,,,,
1752," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1753," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
560," {""8"":""দেওয়া না""}",,,,,,,,,,,,,
559," {""8"":""দেওয়া""}",,,,,,,,,,,,,
1754," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1755," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
563," {""8"":""দেওয়া না""}",,,,,,,,,,,,,
562," {""8"":""দেওয়া""}",,,,,,,,,,,,,
1756," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1757," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
566," {""8"":""দেওয়া না""}",,,,,,,,,,,,,
565," {""8"":""দেওয়া""}",,,,,,,,,,,,,
1758," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1532," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
1654," {""8"":""দেওয়া না""}",,,,,,,,,,,,,
1653," {""8"":""দেওয়া""}",,,,,,,,,,,,,
1656," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1655," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
569," {""8"":""দেওয়া না""}",,,,,,,,,,,,,
568," {""8"":""দেওয়া""}",,,,,,,,,,,,,
1760," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1611," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
572," {""8"":""দেওয়া না""}",,,,,,,,,,,,,
571," {""8"":""দেওয়া""}",,,,,,,,,,,,,
1766," {""8"":""অন্য কিবা""}",,,,,,,,,,,,,
1764," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1765," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
575," {""8"":""দেওয়া না""}",,,,,,,,,,,,,
574," {""8"":""দেওয়া""}",,,,,,,,,,,,,
1761," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1762," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
578," {""8"":""নহয়""}",,,,,,,,,,,,,
577," {""8"":""হয়""}",,,,,,,,,,,,,
1767," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
587," {""8"":""নহয়""}",,,,,,,,,,,,,
586," {""8"":""হয়""}",,,,,,,,,,,,,
1694," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1695," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
588," {""8"":""আধাতে বিদ্যালয় এৰা""}",,,,,,,,,,,,,
589," {""8"":""বিদ্যালয়ত গৈ থকা নামভর্ত্তি হোৱা শিশু""}",,,,,,,,,,,,,
1699," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1700," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
629," {""8"":""ସରକାରୀ""}",,,,,,,,,,,,,
631," {""8"":""প্ৰাইভেট ইউনাইদেদ- প্ৰাইভেট বা ট্ৰাষ্টৰ দ্বাৰা পূৰ্ণৰুপে পৰিচালিত""}",,,,,,,,,,,,,
632," {""8"":""( প্ৰাইভেট এডেদ - প্ৰাইভেট বা ট্ৰাষ্টৰ দ্বাৰা পৰিচালিত কিন্তু চৰকাৰৰ সাহায্য প্ৰাপ্ত""}",,,,,,,,,,,,,
2019," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
2021," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
634," {""8"":""নহয়""}",,,,,,,,,,,,,
633," {""8"":""হয়""}",,,,,,,,,,,,,
2024," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
2026," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
636," {""8"":""নহয়""}",,,,,,,,,,,,,
635," {""8"":""হয়""}",,,,,,,,,,,,,
2046," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
2048," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
637," {""8"":""মুথেও নহয় ""}",,,,,,,,,,,,,
638," {""8"":""হয় কেতিয়াবা ""}",,,,,,,,,,,,,
639," {""8"":""হয় গোটেই দিনটো কাম থাকে ""}",,,,,,,,,,,,,
1706," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
2050," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,চৰকাৰী
640," {""8"":""মুথেও নহয় ""}",,,,,,,,,,,,,
641," {""8"":""হয় কেতিয়াবা ""}",,,,,,,,,,,,,
642," {""8"":""হয় দিনটোৰ বেছিভাগ সময় ""}",,,,,,,,,,,,,
2054," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
2055," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
643," {""8"":""মুথেও নহয় ""}",,,,,,,,,,,,,
644," {""8"":""হয় কেতিয়াবা ""}",,,,,,,,,,,,,
645," {""8"":""হয় দিনটোৰ বেছিভাগ সময় ""}",,,,,,,,,,,,,
2057," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
2058," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
1704," {""8"":""উপাৰ্জন কৰিবলৈ কাম কৰিব লাগে""}",,,,,,,,,,,,,
2064," {""8"":""শিশুটি শিক্ষাৰ প্ৰতি আগ্ৰহী নহয় ""}",,,,,,,,,,,,,
2065," {""8"":""অনুপযুক্ত""}",,,,,,,,,,,,,
2067," {""8"":""বিবাহ""}",,,,,,,,,,,,,
2069," {""8"":""স্কূলৰ শিক্ষা পদ্ধতি ভাল নহয় ""}",,,,,,,,,,,,,
605," {""8"":""অত্যাধিক শাস্তি ""}",,,,,,,,,,,,,
2075," {""8"":""যৌন উৎপীৰণ""}",,,,,,,,,,,,,
2375," {""8"":""অন্য কিবা""}",,,,,,,,,,,,,
2076," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
2077," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
2084," {""8"":""উপাৰ্জন কৰিবলৈ কাম কৰিব লাগে""}",,,,,,,,,,,,,
2090," {""8"":""শিশুটি শিক্ষাৰ প্ৰতি আগ্ৰহী নহয় ""}",,,,,,,,,,,,,
2082," {""8"":""অনুপযুক্ত""}",,,,,,,,,,,,,
2092," {""8"":""বিবাহ""}",,,,,,,,,,,,,
2107," {""8"":""অত্যাধিক শাস্তি ""}",,,,,,,,,,,,,
2109," {""8"":""যৌন উৎপীৰণ""}",,,,,,,,,,,,,
2376," {""8"":""অন্য কিবা""}",,,,,,,,,,,,,
2110," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
2112," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
2120," {""8"":""উপাৰ্জন কৰিবলৈ কাম কৰিব লাগে""}",,,,,,,,,,,,,
2131," {""8"":""শিশুটি শিক্ষাৰ প্ৰতি আগ্ৰহী নহয় ""}",,,,,,,,,,,,,
2133," {""8"":""অনুপযুক্ত""}",,,,,,,,,,,,,
2134," {""8"":""বিবাহ""}",,,,,,,,,,,,,
2144," {""8"":""অত্যাধিক শাস্তি ""}",,,,,,,,,,,,,
2145," {""8"":""যৌন উৎপীৰণ""}",,,,,,,,,,,,,
2378," {""8"":""অন্য কিবা""}",,,,,,,,,,,,,
607," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
2115," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
592," {""8"":""শ্রেণী 1""}",,,,,,,,,,,,,
593," {""8"":""শ্রেণী 2""}",,,,,,,,,,,,,
594," {""8"":""শ্রেণী 3""}",,,,,,,,,,,,,
595," {""8"":""শ্রেণী 4""}",,,,,,,,,,,,,
596," {""8"":""শ্রেণী 5""}",,,,,,,,,,,,,
597," {""8"":""শ্রেণী 6""}",,,,,,,,,,,,,
598," {""8"":""শ্রেণী 7""}",,,,,,,,,,,,,
599," {""8"":""শ্রেণী 8""}",,,,,,,,,,,,,
600," {""8"":""শ্রেণী 9""}",,,,,,,,,,,,,
601," {""8"":""শ্রেণী 10""}",,,,,,,,,,,,,
602," {""8"":""শ্রেণী 11""}",,,,,,,,,,,,,
603," {""8"":""শ্রেণী 12""}",,,,,,,,,,,,,
604," {""8"":""গ্র্যাজুয়েট (স্নাতক বা তাৰ ওপৰত)""}",,,,,,,,,,,,,
1701," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1702," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
609," {""8"":""উপাৰ্জন কৰিবলৈ কাম কৰিব লাগে""}",,,,,,,,,,,,,
613," {""8"":""শিশুটি শিক্ষাৰ প্ৰতি আগ্ৰহী নহয় ""}",,,,,,,,,,,,,
614," {""8"":""অনুপযুক্ত""}",,,,,,,,,,,,,
615," {""8"":""বিবাহ""}",,,,,,,,,,,,,
624," {""8"":""অত্যাধিক শাস্তি ""}",,,,,,,,,,,,,
625," {""8"":""যৌন উৎপীৰণ""}",,,,,,,,,,,,,
1697," {""8"":""অন্য কিবা""}",,,,,,,,,,,,,
1696," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1652," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
1577," {""8"":""উপাৰ্জন কৰিবলৈ কাম কৰিব লাগে""}",,,,,,,,,,,,,
1581," {""8"":""শিশুটি শিক্ষাৰ প্ৰতি আগ্ৰহী নহয় ""}",,,,,,,,,,,,,
1582," {""8"":""অনুপযুক্ত""}",,,,,,,,,,,,,
627," {""8"":""বিবাহ""}",,,,,,,,,,,,,
1591," {""8"":""অত্যাধিক শাস্তি ""}",,,,,,,,,,,,,
1592," {""8"":""যৌন উৎপীৰণ""}",,,,,,,,,,,,,
2372," {""8"":""অন্য কিবা""}",,,,,,,,,,,,,
1698," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1593," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
1595," {""8"":""উপাৰ্জন কৰিবলৈ কাম কৰিব লাগে""}",,,,,,,,,,,,,
1598," {""8"":""শিশুটি শিক্ষাৰ প্ৰতি আগ্ৰহী নহয় ""}",,,,,,,,,,,,,
1599," {""8"":""অনুপযুক্ত""}",,,,,,,,,,,,,
628," {""8"":""বিবাহ""}",,,,,,,,,,,,,
1608," {""8"":""অত্যাধিক শাস্তি ""}",,,,,,,,,,,,,
1609," {""8"":""যৌন উৎপীৰণ""}",,,,,,,,,,,,,
2374," {""8"":""অন্য কিবা""}",,,,,,,,,,,,,
2373," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1610," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
648," {""8"":""শ্ৰেণী - ১""}",,,,,,,,,,,,,
649," {""8"":""শ্ৰেণী - ২""}",,,,,,,,,,,,,
650," {""8"":""শ্ৰেণী - ৩""}",,,,,,,,,,,,,
651," {""8"":""শ্ৰেণী - ৪""}",,,,,,,,,,,,,
652," {""8"":""শ্ৰেণী - ৫""}",,,,,,,,,,,,,
653," {""8"":""শ্ৰেণী - ৬""}",,,,,,,,,,,,,
654," {""8"":""শ্ৰেণী - ৭""}",,,,,,,,,,,,,
655," {""8"":""শ্ৰেণী - ৮""}",,,,,,,,,,,,,
656," {""8"":""শ্ৰেণী - ৯""}",,,,,,,,,,,,,
657," {""8"":""শ্ৰেণী - ১০""}",,,,,,,,,,,,,
658," {""8"":""শ্ৰেণী - ১১""}",,,,,,,,,,,,,
659," {""8"":""শ্ৰেণী - ১২""}",,,,,,,,,,,,,
660," {""8"":""স্নাতক বা তাৰ ওপৰত""}",,,,,,,,,,,,,
1707," {""8"":""অন্য কিবা""}",,,,,,,,,,,,,
1708," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1709," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
662," {""8"":""অনিয়মিত""}",,,,,,,,,,,,,
661," {""8"":""নিয়মিত""}",,,,,,,,,,,,,
1710," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1711," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
663," {""8"":""ঘৰত কাম কৰিব লাগে/ঘৰুৱা বৃত্তিত সহায়ৰ কাৰণে ""}",,,,,,,,,,,,,
664," {""8"":""উপাৰ্জন কৰিবলৈ কাম কৰিব লাগে""}",,,,,,,,,,,,,
665," {""8"":""কামৰ কাৰণে বা অন্য কাৰণত পৰিয়াল/শিশুতো বেলেগ ঠাইলৈ স্থানান্তৰ হল ""}",,,,,,,,,,,,,
666," {""8"":""ভাই- ভ্নী সকলক চোৱাচিতা কৰিব লাগে""}",,,,,,,,,,,,,
667," {""8"":""অভিভাবকে শিক্ষাক প্ৰয়োজনিয় বুলি নাভাবে ""}",,,,,,,,,,,,,
668," {""8"":""শিশুটি শিক্ষাৰ প্ৰতি আগ্ৰহী নহয় ""}",,,,,,,,,,,,,
669," {""8"":""অক্ষমতা""}",,,,,,,,,,,,,
670," {""8"":""বিবাহ""}",,,,,,,,,,,,,
672," {""8"":""স্কুলত পৰ্য্যাপ্ত সা-সুবিধা নাই/ সন্তোশজনক নহয় ""}",,,,,,,,,,,,,
673," {""8"":""স্কুল বহু দুৰত ""}",,,,,,,,,,,,,
674," {""8"":""যাতায়ত সুৰক্ষিত নহয় ""}",,,,,,,,,,,,,
675," {""8"":""উচ্চমানদন্দৰ স্কুল ওচৰত নাই ""}",,,,,,,,,,,,,
676," {""8"":""মধ্যহ্নভোজন (MDM) উপলব্ধ নহয়/ মানদন্দ উন্নত নহয়)""}",,,,,,,,,,,,,
677," {""8"":""শিক্ষকৰ দ্বাৰা প্ৰতাৰিত/বেয়া ব্যবহাৰ""}",,,,,,,,,,,,,
678," {""8"":""সতিৰ্থ শিক্ষাৰ্থিৰ দ্বাৰা প্ৰতাৰিত/বেয়া ব্যবহাৰ""}",,,,,,,,,,,,,
679," {""8"":""অত্যাধিক শাষ্টি ""}",,,,,,,,,,,,,
680," {""8"":""যৌন উৎপীৰণ""}",,,,,,,,,,,,,
1713," {""8"":""অন্য কিবা""}",,,,,,,,,,,,,
1712," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1500," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
1612," {""8"":""ঘৰত কাম কৰিব লাগে/ঘৰুৱা বৃত্তিত সহায়ৰ কাৰণে ""}",,,,,,,,,,,,,
1613," {""8"":""উপাৰ্জন কৰিবলৈ কাম কৰিব লাগে""}",,,,,,,,,,,,,
1614," {""8"":""কামৰ কাৰণে বা অন্য কাৰণত পৰিয়াল/শিশুতো বেলেগ ঠাইলৈ স্থানান্তৰ হল ""}",,,,,,,,,,,,,
1615," {""8"":""ভাই- ভ্নী সকলক চোৱাচিতা কৰিব লাগে""}",,,,,,,,,,,,,
1616," {""8"":""অভিভাবকে শিক্ষাক প্ৰয়োজনিয় বুলি নাভাবে ""}",,,,,,,,,,,,,
1617," {""8"":""শিশুটি শিক্ষাৰ প্ৰতি আগ্ৰহী নহয় ""}",,,,,,,,,,,,,
1618," {""8"":""অক্ষমতা""}",,,,,,,,,,,,,
1619," {""8"":""বিবাহ""}",,,,,,,,,,,,,
1620," {""8"":""স্কূলৰ শিক্ষা সন্তোশজনক নহয় ""}",,,,,,,,,,,,,
1621," {""8"":""স্কুলত পৰ্য্যাপ্ত সা-সুবিধা নাই/ সন্তোশজনক নহয় ""}",,,,,,,,,,,,,
1651," {""8"":""স্কুল বহু দুৰত ""}",,,,,,,,,,,,,
1622," {""8"":""যাতায়ত সুৰক্ষিত নহয় ""}",,,,,,,,,,,,,
1623," {""8"":""উচ্চমানদন্দৰ স্কুল ওচৰত নাই ""}",,,,,,,,,,,,,
1624," {""8"":""মধ্যহ্নভোজন (MDM) উপলব্ধ নহয়/ মানদন্দ উন্নত নহয়)""}",,,,,,,,,,,,,
1625," {""8"":""শিক্ষকৰ দ্বাৰা প্ৰতাৰিত/বেয়া ব্যবহাৰ""}",,,,,,,,,,,,,
1626," {""8"":""সতিৰ্থ শিক্ষাৰ্থিৰ দ্বাৰা প্ৰতাৰিত/বেয়া ব্যবহাৰ""}",,,,,,,,,,,,,
1627," {""8"":""অত্যাধিক শাষ্টি ""}",,,,,,,,,,,,,
1628," {""8"":""যৌন উৎপীৰণ""}",,,,,,,,,,,,,
1715," {""8"":""অন্য কিবা""}",,,,,,,,,,,,,
1714," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1629," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
1630," {""8"":""ঘৰত কাম কৰিব লাগে/ঘৰুৱা বৃত্তিত সহায়ৰ কাৰণে ""}",,,,,,,,,,,,,
1631," {""8"":""উপাৰ্জন কৰিবলৈ কাম কৰিব লাগে""}",,,,,,,,,,,,,
1632," {""8"":""কামৰ কাৰণে বা অন্য কাৰণত পৰিয়াল/শিশুতো বেলেগ ঠাইলৈ স্থানান্তৰ হল ""}",,,,,,,,,,,,,
1633," {""8"":""ভাই- ভ্নী সকলক চোৱাচিতা কৰিব লাগে""}",,,,,,,,,,,,,
1634," {""8"":""অভিভাবকে শিক্ষাক প্ৰয়োজনিয় বুলি নাভাবে ""}",,,,,,,,,,,,,
1635," {""8"":""শিশুটি শিক্ষাৰ প্ৰতি আগ্ৰহী নহয় ""}",,,,,,,,,,,,,
1636," {""8"":""অক্ষমতা""}",,,,,,,,,,,,,
1637," {""8"":""বিবাহ""}",,,,,,,,,,,,,
1638," {""8"":""স্কূলৰ শিক্ষা সন্তোশজনক নহয় ""}",,,,,,,,,,,,,
1639," {""8"":""স্কুলত পৰ্য্যাপ্ত সা-সুবিধা নাই/ সন্তোশজনক নহয় ""}",,,,,,,,,,,,,
1640," {""8"":""স্কুল বহু দুৰত ""}",,,,,,,,,,,,,
1641," {""8"":""যাতায়ত সুৰক্ষিত নহয় ""}",,,,,,,,,,,,,
1642," {""8"":""উচ্চমানদন্দৰ স্কুল ওচৰত নাই ""}",,,,,,,,,,,,,
1643," {""8"":""মধ্যহ্নভোজন (MDM) উপলব্ধ নহয়/ মানদন্দ উন্নত নহয়)""}",,,,,,,,,,,,,
1644," {""8"":""শিক্ষকৰ দ্বাৰা প্ৰতাৰিত/বেয়া ব্যবহাৰ""}",,,,,,,,,,,,,
1645," {""8"":""সতিৰ্থ শিক্ষাৰ্থিৰ দ্বাৰা প্ৰতাৰিত/বেয়া ব্যবহাৰ""}",,,,,,,,,,,,,
1646," {""8"":""অত্যাধিক শাষ্টি ""}",,,,,,,,,,,,,
1647," {""8"":""যৌন উৎপীৰণ""}",,,,,,,,,,,,,
1717," {""8"":""অন্য কিবা""}",,,,,,,,,,,,,
1716," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
1648," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
1043," {""8"":""গাঁও""}",,,,,,,,,,,,,
1042," {""8"":""চহৰ""}",,,,,,,,,,,,,
715," {""8"":""নাই, একেটা চুবুৰীতে ""}",,,,,,,,,,,,,
1041," {""8"":""আছে, গাঁওত""}",,,,,,,,,,,,,
2334," {""8"":""একো নাজানো।""}",,,,,,,,,,,,,
2335," {""8"":""প্রযোজ্য নহয়""}",,,,,,,,,,,,,
1044," {""8"":""শ্ৰেণী- ১""}",,,,,,,,,,,,,
1045," {""8"":""শ্ৰেণী- ২""}",,,,,,,,,,,,,
1046," {""8"":""শ্ৰেণী- ৩""}",,,,,,,,,,,,,
1047," {""8"":""শ্ৰেণী- ৪""}",,,,,,,,,,,,,
1048," {""8"":""শ্ৰেণী- ৫""}",,,,,,,,,,,,,
2201," {""8"":""শ্ৰেণী - ৬""}",,,,,,,,,,,,,
