325,తండ్రి పేరు
326,సమాచారము సేకరించిన తేది (మొదటి త్రైమాసికము)
327,ప్రస్తుతము బాలుడు/బాలిక చదువుతున్న తరగతి (మొదటి త్రైమాసికము)
328,బడికి వెళ్ళడం- సక్రమముగా (ప్ర్తి దినము)/అపక్రముగా (కొన్నిదినములు వెళ్ళక పోవడము) (మొదటి త్రైమాసికము)
329,పాఠశాలకు వెళ్ళక పోవడానికి గల ప్రథమ కారాణము (మొదటి త్రైమాసికము)
330,పాఠశాలకు వెళ్ళక పోవడానికి గల ద్వితీయ కారాణము (మొదటి త్రైమాసికము)
331,పాఠశాలకు వెళ్ళక పోవడానికి గల తృతీయ కారాణము (మొదటి త్రైమాసికము)
,ప్రస్తుతము బాలుడు/బాలిక చదువుతున్న తరగతి (3వ త్రైమాసికము)
,బడికి వెళ్ళడం- సక్రమముగా (ప్ర్తి దినము)/అపక్రముగా (కొన్నిదినములు వెళ్ళక పోవడము) (3వ త్రైమాసికము)
