LocationID,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403
2265,1043,715,99,2206,2215,2183,99,2186,99,717,99,2191,2194,2197,99,2200,99,744,99,2221,2224,2227,99,2229,99,769,99,2236,2239,2243,99,2246,99,795,0,797,99,813,814,99,99,818,99,830,99,99,834,99,846,99,99,850,99,863,865,866,870,871,1,88,877,879,881,883
2266,1043,715,99,2206,2215,2183,99,2186,99,717,99,2191,2194,2197,99,2200,99,744,99,2221,2224,2227,99,2229,99,769,99,2236,2239,2243,99,2246,99,795,0,797,99,813,814,99,99,818,99,830,99,99,834,99,846,99,99,850,99,863,865,866,870,871,1,88,877,879,881,883
2267,1043,715,99,2206,2215,2183,99,2186,99,717,99,2191,2194,2197,99,2200,99,744,99,2221,2224,2227,99,2229,99,769,99,2236,2239,2243,99,2246,99,795,0,797,99,813,814,99,99,818,99,830,99,99,834,99,846,99,99,850,99,863,865,866,870,871,1,88,877,879,881,883
2268,1043,715,99,2206,2215,2183,99,2186,99,717,99,2191,2194,2197,99,2200,99,744,99,2221,2224,2227,99,2229,99,769,99,2236,2239,2243,99,2246,99,795,0,797,99,813,814,99,99,818,99,830,99,99,834,99,846,99,99,850,99,863,865,866,870,871,1,88,877,879,881,883
2269,1043,715,99,2206,2215,2183,99,2186,99,717,99,2191,2194,2197,99,2200,99,744,99,2221,2224,2227,99,2229,99,769,99,2236,2239,2243,99,2246,99,795,1,800,99,812,814,99,99,818,99,830,99,99,834,99,846,99,99,850,99,863,865,866,870,871,1,88,877,879,881,883
2270,1043,715,99,2206,2215,2183,99,2186,99,717,99,2191,2194,2197,99,2200,99,744,99,2221,2224,2227,99,2229,99,769,99,2236,2239,2243,99,2246,99,795,1,800,99,812,814,99,99,818,99,830,99,99,834,99,846,99,99,850,99,863,865,866,870,871,1,88,877,879,881,883
2271,1043,715,99,2206,2215,2183,99,2186,99,717,99,2191,2194,2197,99,2200,99,744,99,2221,2224,2227,99,2229,99,769,99,2236,2239,2243,99,2246,99,795,0,797,99,813,814,99,99,818,99,830,99,99,834,99,846,99,99,850,99,863,865,866,870,871,1,88,877,879,881,883
2272,1043,715,99,2206,2215,2183,99,2186,99,717,99,2191,2194,2197,99,2200,99,744,99,2221,2224,2227,99,2229,99,769,99,2236,2239,2243,99,2246,99,795,0,797,99,813,814,99,99,818,99,830,99,99,834,99,846,99,99,850,99,863,865,866,870,871,1,88,877,879,881,883
2273,1043,715,99,2206,2215,2183,99,2186,99,717,99,2191,2194,2197,99,2200,99,744,99,2221,2224,2227,99,2229,99,769,99,2236,2239,2243,99,2246,99,795,0,797,99,813,814,99,99,818,99,830,99,99,834,99,846,99,99,850,99,863,865,866,870,871,1,88,877,879,881,883
2274,1043,715,99,2206,2215,2183,99,2186,99,717,99,2191,2194,2197,99,2200,99,744,99,2221,2224,2227,99,2229,99,769,99,2236,2239,2243,99,2246,99,795,0,797,99,813,814,99,99,818,99,830,99,99,834,99,846,99,99,850,99,863,865,866,870,871,1,88,877,879,881,883
2275,1043,715,99,2206,2215,2183,99,2186,99,717,99,2191,2194,2197,99,2200,99,744,99,2221,2224,2227,99,2229,99,769,99,2236,2239,2243,99,2246,99,795,0,797,99,813,814,99,99,818,99,830,99,99,834,99,846,99,99,850,99,863,865,866,870,871,1,88,877,879,881,883
2276,1043,715,99,2206,2215,2183,99,2186,99,717,99,2191,2194,2197,99,2200,99,744,99,2221,2224,2227,99,2229,99,769,99,2236,2239,2243,99,2246,99,795,0,797,99,812,814,99,99,818,99,830,99,99,834,99,846,99,99,850,99,863,865,866,870,871,1,88,877,879,881,883
2277,1043,715,99,2206,2215,2183,99,2186,99,717,99,2191,2194,2197,99,2200,99,744,99,2221,2224,2227,99,2229,99,769,99,2236,2239,2243,99,2246,99,795,0,797,99,812,814,99,99,818,99,830,99,99,834,99,846,99,99,850,99,863,865,866,870,871,1,88,877,879,881,883
2278,1043,1041,42,1044,2212,1052,0,701,99,717,99,2191,2194,2197,99,2200,99,744,99,2221,2224,2227,99,2229,99,769,99,2236,2239,2243,99,2246,99,795,0,797,99,813,814,99,99,818,99,830,99,99,834,99,846,99,99,850,99,863,865,866,870,871,1,88,877,879,881,883
2279,1043,1041,43,1044,2212,1052,0,701,99,717,99,2191,2194,2197,99,2200,99,744,99,2221,2224,2227,99,2229,99,769,99,2236,2239,2243,99,2246,99,795,0,797,99,813,814,99,99,818,99,830,99,99,834,99,846,99,99,850,99,863,865,866,870,871,1,88,877,879,881,883
2280,1043,1041,44,1044,2212,1052,0,701,99,717,99,2191,2194,2197,99,2200,99,744,99,2221,2224,2227,99,2229,99,769,99,2236,2239,2243,99,2246,99,795,0,797,99,813,814,99,99,818,99,830,99,99,834,99,846,99,99,850,99,863,865,866,870,871,1,88,877,879,881,883
2281,1043,1041,45,1044,2212,1052,0,701,99,717,99,2191,2194,2197,99,2200,99,744,99,2221,2224,2227,99,2229,99,769,99,2236,2239,2243,99,2246,99,795,0,797,99,813,814,99,99,818,99,830,99,99,834,99,846,99,99,850,99,863,865,866,870,871,1,88,877,879,881,883
