1750101,7501,2,12,"19,20,22,35",CRY - 46,Anganawadi-Kannirajapuram-750101,
1750102,7501,2,12,"19,20,22,35",CRY - 46,Anganawadi-Kannirajapuram-750102,
1750303,7503,2,12,"19,22,35",CRY - 46,Anganawadi-P'P.Kdieruppu-750303,
1750404,7504,2,12,"19,22,35",CRY - 46,Anganawadi-Vellappatti-750404,
1750605,7506,2,12,"19,20,22,35",CRY - 46,Anganawadi-N.kamarajapuram-750605,
1750706,7507,2,12,"19,20,22,35",CRY - 46,Anganawadi-Periyanayagipuram-750706,
