Country ID,Country Name,State ID,State Name,District ID,District Name,Block ID,Block Name,GramaPanchayath ID,GramaPanchayath Name,Village ID,Village Name
1,India,7,Karnataka,45,Davangere,146,Harapanahalli,620,Nichavanahalli,1451,Nichavanahalli
1,India,7,Karnataka,45,Davangere,146,Harapanahalli,620,Nichavanahalli,1452,Advavimallapura
1,India,7,Karnataka,45,Davangere,146,Harapanahalli,620,Nichavanahalli,1453,Kanakabasapura
1,India,7,Karnataka,45,Davangere,146,Harapanahalli,620,Nichavanahalli,1454,Dyapanayakanahalli
1,India,7,Karnataka,45,Davangere,146,Harapanahalli,620,Nichavanahalli,1455,Hariyammana Halli
